Iterative BFS,adjlist,2340->1405,54,1934,0.0308786,53,0,,,,,,,,,,
Iterative BFS,adjlist,310->2400,82,2495,0.0530837,81,0,,,,,,,,,,
Iterative BFS,adjlist,1802->1292,52,1857,0.0222395,51,0,,,,,,,,,,
Iterative BFS,adjlist,1174->1998,41,2293,0.0455421,40,0,,,,,,,,,,
Iterative BFS,adjlist,496->1327,37,1142,0.0104089,36,0,,,,,,,,,,
Iterative BFS,adjlist,889->1316,33,1410,0.0162286,32,0,,,,,,,,,,
Iterative BFS,adjlist,1781->1448,25,1052,0.0110521,24,0,,,,,,,,,,
Iterative BFS,adjlist,907->219,27,926,0.00964961,26,0,,,,,,,,,,
Iterative BFS,adjlist,1791->1677,17,449,0.00303812,16,0,,,,,,,,,,
Iterative BFS,adjlist,2331->2311,21,506,0.00356021,20,0,,,,,,,,,,
Iterative BFS,adjlist,1069->883,19,657,0.00555922,18,0,,,,,,,,,,
Iterative BFS,adjlist,2100->84,57,1903,0.0236664,56,0,,,,,,,,,,
Iterative BFS,adjlist,2112->2469,15,355,0.00209777,14,0,,,,,,,,,,
Iterative BFS,adjlist,492->1424,38,1352,0.0139999,37,0,,,,,,,,,,
Iterative BFS,adjmatrix,1320->451,37,2034,0.113559,36,0,,,,,,,,,,
Iterative BFS,adjmatrix,42->1764,64,2108,0.114649,63,0,,,,,,,,,,
Iterative BFS,adjmatrix,1128->746,27,1313,0.0622295,26,0,,,,,,,,,,
Iterative BFS,adjmatrix,357->432,27,697,0.029733,26,0,,,,,,,,,,
Iterative BFS,adjmatrix,1614->740,45,2134,0.14077,44,0,,,,,,,,,,
Iterative BFS,adjmatrix,997->1339,16,326,0.011987,15,0,,,,,,,,,,
Iterative BFS,adjmatrix,1508->426,41,1704,0.0872524,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,685->2390,40,1888,0.111849,39,0,,,,,,,,,,
Iterative BFS,adjmatrix,1553->2409,24,641,0.0269365,23,0,,,,,,,,,,
Iterative BFS,adjmatrix,779->1390,24,1026,0.047041,23,0,,,,,,,,,,
Iterative BFS,adjmatrix,1323->1929,19,679,0.0269283,18,0,,,,,,,,,,
Iterative BFS,adjmatrix,1504->1541,38,1376,0.0678085,37,0,,,,,,,,,,
Iterative BFS,adjmatrix,413->2346,72,2469,0.173585,71,0,,,,,,,,,,
Iterative BFS,adjmatrix,646->436,15,295,0.00969529,14,0,,,,,,,,,,
Iterative BFS,adjmatrix,351->831,40,1042,0.0659584,39,0,,,,,,,,,,
Iterative BFS,adjmatrix,2382->1511,39,1373,0.0632822,38,0,,,,,,,,,,
Iterative BFS,adjmatrix,2437->775,46,1567,0.06739,45,0,,,,,,,,,,
Iterative BFS,adjmatrix,1930->1522,17,481,0.0173183,16,0,,,,,,,,,,
Iterative BFS,adjmatrix,2500->873,60,1698,0.0986917,59,0,,,,,,,,,,
Iterative BFS,adjmatrix,1174->2222,24,1080,0.0478409,23,0,,,,,,,,,,
Iterative BFS,adjmatrix,1995->2369,35,1133,0.0464163,34,0,,,,,,,,,,
Iterative BFS,adjmatrix,1612->1169,17,480,0.0177412,16,0,,,,,,,,,,
Iterative BFS,adjmatrix,809->239,43,1808,0.104303,42,0,,,,,,,,,,
Iterative BFS,adjmatrix,1670->1734,16,467,0.0168538,15,0,,,,,,,,,,
Iterative BFS,adjmatrix,1195->28,41,1624,0.0842884,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,2224->1150,49,2057,0.0892995,48,0,,,,,,,,,,
Iterative BFS,adjmatrix,2142->2076,18,425,0.0147232,17,0,,,,,,,,,,
Iterative BFS,adjmatrix,927->1926,22,894,0.0443755,21,0,,,,,,,,,,
Iterative BFS,adjmatrix,2493->932,43,1188,0.0504092,42,0,,,,,,,,,,
Iterative BFS,adjmatrix,697->1904,69,2384,0.143621,68,0,,,,,,,,,,
Iterative BFS,adjmatrix,2299->2111,42,1099,0.0461313,41,0,,,,,,,,,,
Iterative BFS,adjmatrix,1777->1651,29,1377,0.0634244,28,0,,,,,,,,,,
Iterative BFS,adjmatrix,518->1957,41,1823,0.115535,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,115->2020,44,1560,0.0857155,43,0,,,,,,,,,,
Iterative BFS,adjmatrix,2070->1163,26,934,0.0392468,25,0,,,,,,,,,,
Iterative BFS,adjmatrix,384->1160,41,1663,0.0920918,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,733->92,23,864,0.0369423,22,0,,,,,,,,,,
Iterative BFS,adjmatrix,2080->2059,22,739,0.0285147,21,0,,,,,,,,,,
Iterative BFS,adjmatrix,955->846,45,1762,0.0962228,44,0,,,,,,,,,,
Iterative BFS,adjmatrix,1556->1935,37,1422,0.0662153,36,0,,,,,,,,,,
Iterative BFS,adjmatrix,735->308,36,1637,0.0918821,35,0,,,,,,,,,,
Iterative BFS,adjmatrix,1731->1371,18,564,0.0211522,17,0,,,,,,,,,,
Iterative BFS,adjmatrix,2274->2331,9,126,0.00391122,8,0,,,,,,,,,,
Iterative BFS,adjmatrix,1066->1293,32,1596,0.0831207,31,0,,,,,,,,,,
Iterative BFS,adjmatrix,901->1349,57,2111,0.12132,56,0,,,,,,,,,,
Iterative BFS,adjmatrix,221->291,22,615,0.024383,21,0,,,,,,,,,,
Iterative BFS,adjmatrix,1001->371,34,1013,0.0440599,33,0,,,,,,,,,,
Iterative BFS,adjmatrix,1523->980,19,628,0.0239387,18,0,,,,,,,,,,
Iterative BFS,adjmatrix,2390->2154,41,1309,0.0554418,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,1992->2083,12,239,0.00761772,11,0,,,,,,,,,,
Iterative BFS,adjmatrix,1304->1685,39,1457,0.0702568,38,0,,,,,,,,,,
Iterative BFS,adjmatrix,1844->2006,43,1684,0.080012,42,0,,,,,,,,,,
Iterative BFS,adjmatrix,1493->1998,16,412,0.0141717,15,0,,,,,,,,,,
Iterative BFS,adjmatrix,2476->1963,24,555,0.0201723,23,0,,,,,,,,,,
Iterative BFS,adjmatrix,1333->2187,22,905,0.0390772,21,0,,,,,,,,,,
Iterative BFS,adjmatrix,723->931,13,305,0.0100613,12,0,,,,,,,,,,
Iterative BFS,adjmatrix,1395->227,42,1674,0.0859719,41,0,,,,,,,,,,
Iterative BFS,adjmatrix,1775->180,38,1923,0.0968218,37,0,,,,,,,,,,
Iterative BFS,adjmatrix,1542->1707,40,1730,0.0844073,39,0,,,,,,,,,,
Iterative BFS,adjmatrix,1212->134,45,2103,0.126042,44,0,,,,,,,,,,
Iterative BFS,adjmatrix,796->878,21,538,0.0204745,20,0,,,,,,,,,,
Iterative BFS,adjmatrix,968->105,31,1502,0.0817025,30,0,,,,,,,,,,
Iterative BFS,adjmatrix,372->826,14,325,0.0113351,13,0,,,,,,,,,,
Iterative BFS,adjmatrix,592->1339,19,525,0.0195953,18,0,,,,,,,,,,
Iterative BFS,adjmatrix,448->2117,66,2217,0.128768,65,0,,,,,,,,,,
Iterative BFS,adjmatrix,1671->150,61,2497,0.131393,60,0,,,,,,,,,,
Iterative BFS,adjmatrix,859->611,8,90,0.00286421,7,0,,,,,,,,,,
Iterative BFS,adjmatrix,2208->1879,29,763,0.0284983,28,0,,,,,,,,,,
Iterative BFS,adjmatrix,599->944,13,185,0.00581131,12,0,,,,,,,,,,
Iterative BFS,adjmatrix,872->1901,43,2227,0.145419,42,0,,,,,,,,,,
Iterative BFS,adjmatrix,2071->1700,38,1654,0.0748742,37,0,,,,,,,,,,
Iterative BFS,adjmatrix,1560->798,55,2330,0.135175,54,0,,,,,,,,,,
Iterative BFS,adjmatrix,1387->340,25,1011,0.0440388,24,0,,,,,,,,,,
Iterative BFS,adjmatrix,679->1253,39,1909,0.114965,38,0,,,,,,,,,,
Iterative BFS,adjmatrix,762->1450,52,2245,0.145168,51,0,,,,,,,,,,
Iterative BFS,adjmatrix,935->1657,44,2176,0.132075,43,0,,,,,,,,,,
Iterative BFS,adjmatrix,1438->1672,22,816,0.0331498,21,0,,,,,,,,,,
Iterative BFS,adjmatrix,1696->2370,41,1551,0.0732484,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,2476->102,72,2489,0.107849,71,0,,,,,,,,,,
Iterative BFS,adjmatrix,1984->610,52,2250,0.105572,51,0,,,,,,,,,,
Iterative BFS,adjmatrix,283->1062,38,1431,0.0722127,37,0,,,,,,,,,,
Iterative BFS,adjmatrix,865->1446,43,2089,0.132268,42,0,,,,,,,,,,
Iterative BFS,adjmatrix,1856->1669,18,427,0.0147011,17,0,,,,,,,,,,
Iterative BFS,adjmatrix,666->1916,26,1057,0.0492621,25,0,,,,,,,,,,
Iterative BFS,adjmatrix,2030->67,53,2287,0.10337,52,0,,,,,,,,,,
Iterative BFS,adjmatrix,1838->220,51,2204,0.111071,50,0,,,,,,,,,,
Iterative BFS,adjmatrix,2340->1405,54,1962,0.0927488,53,0,,,,,,,,,,
Iterative BFS,adjmatrix,310->2400,82,2495,0.165225,81,0,,,,,,,,,,
Iterative BFS,adjmatrix,1802->1292,52,1865,0.0935694,51,0,,,,,,,,,,
Iterative BFS,adjmatrix,1174->1998,41,2301,0.144732,40,0,,,,,,,,,,
Iterative BFS,adjmatrix,496->1327,37,1142,0.0531168,36,0,,,,,,,,,,
Iterative BFS,adjmatrix,889->1316,33,1419,0.0697642,32,0,,,,,,,,,,
Iterative BFS,adjmatrix,1781->1448,25,1043,0.0439471,24,0,,,,,,,,,,
Iterative BFS,adjmatrix,907->219,27,896,0.0387238,26,0,,,,,,,,,,
Iterative BFS,adjmatrix,1791->1677,17,468,0.0164992,16,0,,,,,,,,,,
Iterative BFS,adjmatrix,2331->2311,21,545,0.0191032,20,0,,,,,,,,,,
Iterative BFS,adjmatrix,1069->883,19,642,0.0241112,18,0,,,,,,,,,,
Iterative BFS,adjmatrix,2100->84,57,1869,0.0938682,56,0,,,,,,,,,,
Iterative BFS,adjmatrix,2112->2469,15,363,0.0117882,14,0,,,,,,,,,,
Iterative BFS,adjmatrix,492->1424,38,1352,0.0658974,37,0,,,,,,,,,,
Recursive BFS,adjlist,1320->451,37,2017,0.0466648,36,0,,,,,,,,,,
Recursive BFS,adjlist,42->1764,64,2108,0.0334274,63,0,,,,,,,,,,
Recursive BFS,adjlist,1128->746,27,1341,0.0174527,26,0,,,,,,,,,,
Recursive BFS,adjlist,357->432,27,690,0.00569716,26,0,,,,,,,,,,
Recursive BFS,adjlist,1614->740,45,2140,0.0429266,44,0,,,,,,,,,,
Recursive BFS,adjlist,997->1339,16,314,0.0017487,15,0,,,,,,,,,,
Recursive BFS,adjlist,1508->426,41,1737,0.0269617,40,0,,,,,,,,,,
Recursive BFS,adjlist,685->2390,40,1888,0.0282129,39,0,,,,,,,,,,
Recursive BFS,adjlist,1553->2409,24,634,0.00503179,23,0,,,,,,,,,,
Recursive BFS,adjlist,779->1390,24,1022,0.0106359,23,0,,,,,,,,,,
Recursive BFS,adjlist,1323->1929,19,672,0.00566016,18,0,,,,,,,,,,
Recursive BFS,adjlist,1504->1541,38,1346,0.0160917,37,0,,,,,,,,,,
Recursive BFS,adjlist,413->2346,72,2469,0.0561385,71,0,,,,,,,,,,
Recursive BFS,adjlist,646->436,15,292,0.00157407,14,0,,,,,,,,,,
Recursive BFS,adjlist,351->831,40,1042,0.0093064,39,0,,,,,,,,,,
Recursive BFS,adjlist,2382->1511,39,1344,0.0164731,38,0,,,,,,,,,,
Recursive BFS,adjlist,2437->775,46,1568,0.0215062,45,0,,,,,,,,,,
Recursive BFS,adjlist,1930->1522,17,482,0.00325025,16,0,,,,,,,,,,
Recursive BFS,adjlist,2500->873,60,1703,0.022293,59,0,,,,,,,,,,
Recursive BFS,adjlist,1174->2222,24,1055,0.0116107,23,0,,,,,,,,,,
Recursive BFS,adjlist,1995->2369,35,1101,0.0101028,34,0,,,,,,,,,,
Recursive BFS,adjlist,1612->1169,17,506,0.00368886,16,0,,,,,,,,,,
Recursive BFS,adjlist,809->239,43,1827,0.0299241,42,0,,,,,,,,,,
Recursive BFS,adjlist,1670->1734,16,452,0.00305112,15,0,,,,,,,,,,
Recursive BFS,adjlist,1195->28,41,1670,0.0168796,40,0,,,,,,,,,,
Recursive BFS,adjlist,2224->1150,49,2035,0.0421605,48,0,,,,,,,,,,
Recursive BFS,adjlist,2142->2076,18,403,0.00238165,17,0,,,,,,,,,,
Recursive BFS,adjlist,927->1926,22,876,0.00850092,21,0,,,,,,,,,,
Recursive BFS,adjlist,2493->932,43,1201,0.0126748,42,0,,,,,,,,,,
Recursive BFS,adjlist,697->1904,69,2384,0.0291618,68,0,,,,,,,,,,
Recursive BFS,adjlist,2299->2111,42,1066,0.00976157,41,0,,,,,,,,,,
Recursive BFS,adjlist,1777->1651,29,1329,0.0166986,28,0,,,,,,,,,,
Recursive BFS,adjlist,518->1957,41,1820,0.0328949,40,0,,,,,,,,,,
Recursive BFS,adjlist,115->2020,44,1560,0.0241866,43,0,,,,,,,,,,
Recursive BFS,adjlist,2070->1163,26,936,0.00911201,25,0,,,,,,,,,,
Recursive BFS,adjlist,384->1160,41,1663,0.0237897,40,0,,,,,,,,,,
Recursive BFS,adjlist,733->92,23,914,0.00871976,22,0,,,,,,,,,,
Recursive BFS,adjlist,2080->2059,22,698,0.00567127,21,0,,,,,,,,,,
Recursive BFS,adjlist,955->846,45,1752,0.0238622,44,0,,,,,,,,,,
Recursive BFS,adjlist,1556->1935,37,1397,0.018105,36,0,,,,,,,,,,
