Dijkstra,adjmatrix,1095->602,118,6970,1.75451,117,31.753
A* (A star),adjmatrix,1095->602,98,98,0.0147171,97,42.648
Iterative BFS,adjlist,2589->3684,17,487,0.0039671,16,0
Recursive BFS,adjlist,2589->3684,17,487,0.00421569,16,0
Iterative DFS,adjlist,2589->3684,269,9632,1.90314,268,0
Recursive DFS,adjlist,2589->3684,269,9632,1.99228,268,0
Dijkstra,adjlist,2589->3684,17,443,0.00726494,16,5.269
A* (A star),adjlist,2589->3684,17,17,0.0012856,16,6.809
Iterative BFS,adjmatrix,2589->3684,17,504,0.0781016,16,0
Recursive BFS,adjmatrix,2589->3684,17,504,0.0627904,16,0
Iterative DFS,adjmatrix,2589->3684,3327,6741,2.69675,3326,0
Recursive DFS,adjmatrix,2589->3684,3327,6741,2.69021,3326,0
Dijkstra,adjmatrix,2589->3684,17,443,0.0592356,16,5.269
A* (A star),adjmatrix,2589->3684,17,17,0.00334747,16,6.809
Iterative BFS,adjlist,6957->733,87,8835,0.995823,86,0
Recursive BFS,adjlist,6957->733,87,8835,1.09387,86,0
Iterative DFS,adjlist,6957->733,1293,5323,0.568772,1292,0
Recursive DFS,adjlist,6957->733,1293,5323,0.564721,1292,0
Dijkstra,adjlist,6957->733,95,8908,1.24382,94,25.013
A* (A star),adjlist,6957->733,87,87,0.00416314,86,40.739
Iterative BFS,adjmatrix,6957->733,87,8816,2.05509,86,0
Recursive BFS,adjmatrix,6957->733,87,8816,1.92269,86,0
Iterative DFS,adjmatrix,6957->733,4741,4741,1.77554,4740,0
Recursive DFS,adjmatrix,6957->733,4741,4741,1.88568,4740,0
Dijkstra,adjmatrix,6957->733,95,8908,2.45838,94,25.013
A* (A star),adjmatrix,6957->733,87,87,0.0177052,86,40.739
Iterative BFS,adjlist,9346->9842,10,151,0.00136841,9,0
Recursive BFS,adjlist,9346->9842,10,151,0.00136771,9,0
Iterative DFS,adjlist,9346->9842,398,5499,0.833738,397,0
Recursive DFS,adjlist,9346->9842,398,5499,0.850125,397,0
Dijkstra,adjlist,9346->9842,10,219,0.00468387,9,3.799
A* (A star),adjlist,9346->9842,10,10,0.00148977,9,4.753
Iterative BFS,adjmatrix,9346->9842,10,164,0.0427477,9,0
Recursive BFS,adjmatrix,9346->9842,10,164,0.0230146,9,0
Iterative DFS,adjmatrix,9346->9842,240,9766,4.57924,239,0
Recursive DFS,adjmatrix,9346->9842,240,9766,4.59595,239,0
Dijkstra,adjmatrix,9346->9842,10,219,0.0381987,9,3.799
A* (A star),adjmatrix,9346->9842,10,10,0.0027282,9,4.753
Iterative BFS,adjlist,8210->9344,46,2191,0.0485887,45,0
Recursive BFS,adjlist,8210->9344,46,2191,0.0480526,45,0
Iterative DFS,adjlist,8210->9344,1794,1794,0.148499,1793,0
Recursive DFS,adjlist,8210->9344,1794,1794,0.147538,1793,0
Dijkstra,adjlist,8210->9344,50,2237,0.084006,49,15.287
A* (A star),adjlist,8210->9344,46,46,0.0018699,45,21.244
Iterative BFS,adjmatrix,8210->9344,46,2226,0.437818,45,0
Recursive BFS,adjmatrix,8210->9344,46,2226,0.339119,45,0
Iterative DFS,adjmatrix,8210->9344,346,346,0.0727229,345,0
Recursive DFS,adjmatrix,8210->9344,346,346,0.0467092,345,0
Dijkstra,adjmatrix,8210->9344,50,2237,0.346116,49,15.287
A* (A star),adjmatrix,8210->9344,46,46,0.0073207,45,21.244
Iterative BFS,adjlist,1450->1903,53,3936,0.176389,52,0
Recursive BFS,adjlist,1450->1903,53,3936,0.184212,52,0
Iterative DFS,adjlist,1450->1903,2423,7446,0.944911,2422,0
Recursive DFS,adjlist,1450->1903,2423,7446,0.9336,2422,0
Dijkstra,adjlist,1450->1903,57,4511,0.294992,56,17.965
A* (A star),adjlist,1450->1903,53,53,0.00253668,52,22.728
Iterative BFS,adjmatrix,1450->1903,53,3959,1.06662,52,0
Recursive BFS,adjmatrix,1450->1903,53,3959,0.806397,52,0
Iterative DFS,adjmatrix,1450->1903,4303,4303,1.59555,4302,0
Recursive DFS,adjmatrix,1450->1903,4303,4303,1.51844,4302,0
Dijkstra,adjmatrix,1450->1903,57,4511,0.941948,56,17.965
A* (A star),adjmatrix,1450->1903,53,53,0.00871576,52,22.728
Iterative BFS,adjlist,41->8087,127,9362,1.3779,126,0
Recursive BFS,adjlist,41->8087,127,9362,1.53049,126,0
Iterative DFS,adjlist,41->8087,2343,2343,0.28497,2342,0
Recursive DFS,adjlist,41->8087,2343,2343,0.275314,2342,0
Dijkstra,adjlist,41->8087,131,9296,2.01911,130,37.075
A* (A star),adjlist,41->8087,127,127,0.00480818,126,54.958
Iterative BFS,adjmatrix,41->8087,127,9362,3.10224,126,0
Recursive BFS,adjmatrix,41->8087,127,9362,2.89806,126,0
Iterative DFS,adjmatrix,41->8087,647,5375,1.72851,646,0
Recursive DFS,adjmatrix,41->8087,647,5375,1.6538,646,0
Dijkstra,adjmatrix,41->8087,131,9296,3.40411,130,37.075
A* (A star),adjmatrix,41->8087,127,127,0.0191746,126,54.958
Iterative BFS,adjlist,7255->4349,36,2389,0.0560476,35,0
Recursive BFS,adjlist,7255->4349,36,2389,0.0568975,35,0
Iterative DFS,adjlist,7255->4349,436,4663,0.485292,435,0
Recursive DFS,adjlist,7255->4349,436,4663,0.487046,435,0
Dijkstra,adjlist,7255->4349,42,2977,0.123345,41,11.863
A* (A star),adjlist,7255->4349,36,36,0.00202639,35,16.055
Iterative BFS,adjmatrix,7255->4349,36,2344,0.382741,35,0
Recursive BFS,adjmatrix,7255->4349,36,2344,0.355069,35,0
Iterative DFS,adjmatrix,7255->4349,2850,2851,0.765279,2849,0
Recursive DFS,adjmatrix,7255->4349,2850,2851,0.719275,2849,0
Dijkstra,adjmatrix,7255->4349,42,2977,0.502655,41,11.863
A* (A star),adjmatrix,7255->4349,36,36,0.0061271,35,16.055
Iterative BFS,adjlist,4027->76,90,8735,1.14277,89,0
Recursive BFS,adjlist,4027->76,90,8735,1.20122,89,0
Iterative DFS,adjlist,4027->76,2466,2466,0.280789,2465,0
Recursive DFS,adjlist,4027->76,2466,2466,0.28914,2465,0
Dijkstra,adjlist,4027->76,90,8013,0.979574,89,23.32
A* (A star),adjlist,4027->76,90,90,0.00373939,89,35.792
Iterative BFS,adjmatrix,4027->76,90,8686,2.5613,89,0
Recursive BFS,adjmatrix,4027->76,90,8686,2.51074,89,0
Iterative DFS,adjmatrix,4027->76,4984,5153,2.09236,4983,0
Recursive DFS,adjmatrix,4027->76,4984,5153,2.10631,4983,0
Dijkstra,adjmatrix,4027->76,90,8013,2.30168,89,23.32
A* (A star),adjmatrix,4027->76,90,90,0.0142191,89,35.792
Iterative BFS,adjlist,4885->5104,85,7404,0.385155,84,0
Recursive BFS,adjlist,4885->5104,85,7404,0.412186,84,0
Iterative DFS,adjlist,4885->5104,4145,5792,1.14756,4144,0
Recursive DFS,adjlist,4885->5104,4145,5792,1.11885,4144,0
Dijkstra,adjlist,4885->5104,103,8446,0.931099,102,28.814
A* (A star),adjlist,4885->5104,85,85,0.00412649,84,42.669
Iterative BFS,adjmatrix,4885->5104,85,7450,1.89078,84,0
Recursive BFS,adjmatrix,4885->5104,85,7450,1.77529,84,0
Iterative DFS,adjmatrix,4885->5104,2577,2577,0.698806,2576,0
Recursive DFS,adjmatrix,4885->5104,2577,2577,0.672201,2576,0
Dijkstra,adjmatrix,4885->5104,103,8446,2.25764,102,28.814
A* (A star),adjmatrix,4885->5104,85,85,0.014052,84,42.669
Iterative BFS,adjlist,8651->6317,58,4475,0.234338,57,0
Recursive BFS,adjlist,8651->6317,58,4475,0.249092,57,0
Iterative DFS,adjlist,8651->6317,1844,6457,0.777003,1843,0
Recursive DFS,adjlist,8651->6317,1844,6457,0.780272,1843,0
Dijkstra,adjlist,8651->6317,58,4364,0.347165,57,16.619
A* (A star),adjlist,8651->6317,58,58,0.0024941,57,23.821
Iterative BFS,adjmatrix,8651->6317,58,4519,0.820653,57,0
Recursive BFS,adjmatrix,8651->6317,58,4519,0.778669,57,0
Iterative DFS,adjmatrix,8651->6317,2006,2006,0.41619,2005,0
Recursive DFS,adjmatrix,8651->6317,2006,2006,0.421535,2005,0
Dijkstra,adjmatrix,8651->6317,58,4364,0.785725,57,16.619
A* (A star),adjmatrix,8651->6317,58,58,0.00918744,57,23.821
Iterative BFS,adjlist,891->4552,77,4255,0.172273,76,0
Recursive BFS,adjlist,891->4552,77,4255,0.180771,76,0
Iterative DFS,adjlist,891->4552,1987,7868,1.88131,1986,0
Recursive DFS,adjlist,891->4552,1987,7868,1.93776,1986,0
Dijkstra,adjlist,891->4552,77,3694,0.180743,76,22.321
A* (A star),adjlist,891->4552,77,77,0.00273926,76,32.963
Iterative BFS,adjmatrix,891->4552,77,4255,0.886637,76,0
Recursive BFS,adjmatrix,891->4552,77,4255,0.800488,76,0
Iterative DFS,adjmatrix,891->4552,3051,3051,0.833174,3050,0
Recursive DFS,adjmatrix,891->4552,3051,3051,0.824228,3050,0
Dijkstra,adjmatrix,891->4552,77,3694,0.677838,76,22.321
A* (A star),adjmatrix,891->4552,77,77,0.011625,76,32.963
Iterative BFS,adjlist,5682->2615,98,8763,0.505764,97,0
Recursive BFS,adjlist,5682->2615,98,8763,0.534921,97,0
Iterative DFS,adjlist,5682->2615,3468,6463,1.34934,3467,0
Recursive DFS,adjlist,5682->2615,3468,6463,1.33059,3467,0
Dijkstra,adjlist,5682->2615,104,8979,0.903891,103,29.391
A* (A star),adjlist,5682->2615,98,98,0.00399677,97,41.568
Iterative BFS,adjmatrix,5682->2615,98,8760,2.15089,97,0
Recursive BFS,adjmatrix,5682->2615,98,8760,2.12477,97,0
Iterative DFS,adjmatrix,5682->2615,3772,6335,2.8379,3771,0
Recursive DFS,adjmatrix,5682->2615,3772,6335,2.78007,3771,0
Dijkstra,adjmatrix,5682->2615,104,8979,2.60143,103,29.391
A* (A star),adjmatrix,5682->2615,98,98,0.0189331,97,41.568
Iterative BFS,adjlist,9577->5555,63,3478,0.122354,62,0
Recursive BFS,adjlist,9577->5555,63,3478,0.132959,62,0
Iterative DFS,adjlist,9577->5555,1255,3259,0.195159,1254,0
Recursive DFS,adjlist,9577->5555,1255,3259,0.191069,1254,0
Dijkstra,adjlist,9577->5555,63,2963,0.115154,62,17.778
A* (A star),adjlist,9577->5555,63,63,0.00250081,62,28.369
Iterative BFS,adjmatrix,9577->5555,63,3477,0.564061,62,0
Recursive BFS,adjmatrix,9577->5555,63,3477,0.525019,62,0
Iterative DFS,adjmatrix,9577->5555,2335,2336,0.522964,2334,0
Recursive DFS,adjmatrix,9577->5555,2335,2336,0.548445,2334,0
Dijkstra,adjmatrix,9577->5555,63,2963,0.496285,62,17.778
A* (A star),adjmatrix,9577->5555,63,63,0.00942533,62,28.369
Iterative BFS,adjlist,7361->146,88,8567,0.90653,87,0
Recursive BFS,adjlist,7361->146,88,8567,0.973474,87,0
Iterative DFS,adjlist,7361->146,884,9012,1.42018,883,0
Recursive DFS,adjlist,7361->146,884,9012,1.39556,883,0
Dijkstra,adjlist,7361->146,112,9192,1.6998,111,26.837
A* (A star),adjlist,7361->146,88,88,0.00449747,87,37.577
Iterative BFS,adjmatrix,7361->146,88,8524,1.8349,87,0
Recursive BFS,adjmatrix,7361->146,88,8524,1.78698,87,0
Iterative DFS,adjmatrix,7361->146,5050,5050,2.00839,5049,0
Recursive DFS,adjmatrix,7361->146,5050,5050,2.00631,5049,0
Dijkstra,adjmatrix,7361->146,112,9192,2.38029,111,26.837
A* (A star),adjmatrix,7361->146,88,88,0.014468,87,37.577
Iterative BFS,adjlist,3900->7339,97,7038,0.301297,96,0
Recursive BFS,adjlist,3900->7339,97,7038,0.310483,96,0
Iterative DFS,adjlist,3900->7339,2997,7004,1.99817,2996,0
Recursive DFS,adjlist,3900->7339,2997,7004,2.06987,2996,0
Dijkstra,adjlist,3900->7339,99,6474,0.567841,98,27.148
A* (A star),adjlist,3900->7339,97,97,0.00335218,96,43.435
Iterative BFS,adjmatrix,3900->7339,97,7042,1.65395,96,0
Recursive BFS,adjmatrix,3900->7339,97,7042,1.62186,96,0
Iterative DFS,adjmatrix,3900->7339,1389,1389,0.252806,1388,0
Recursive DFS,adjmatrix,3900->7339,1389,1389,0.248849,1388,0
Dijkstra,adjmatrix,3900->7339,99,6474,1.57851,98,27.148
A* (A star),adjmatrix,3900->7339,97,97,0.0146234,96,43.435
Iterative BFS,adjlist,1828->5771,83,7015,0.71891,82,0
Recursive BFS,adjlist,1828->5771,83,7015,0.778735,82,0
Iterative DFS,adjlist,1828->5771,2099,5083,1.19043,2098,0
Recursive DFS,adjlist,1828->5771,2099,5083,1.18286,2098,0
Dijkstra,adjlist,1828->5771,87,5635,0.519539,86,22.162
A* (A star),adjlist,1828->5771,83,83,0.00308164,82,33.082
Iterative BFS,adjmatrix,1828->5771,83,7015,1.92002,82,0
Recursive BFS,adjmatrix,1828->5771,83,7015,1.86723,82,0
Iterative DFS,adjmatrix,1828->5771,1625,1625,0.315512,1624,0
Recursive DFS,adjmatrix,1828->5771,1625,1625,0.312978,1624,0
Dijkstra,adjmatrix,1828->5771,87,5635,1.35483,86,22.162
A* (A star),adjmatrix,1828->5771,83,83,0.014215,82,33.082
Iterative BFS,adjlist,486->9558,120,8105,0.698553,119,0
Recursive BFS,adjlist,486->9558,120,8105,0.756979,119,0
Iterative DFS,adjlist,486->9558,1518,2713,0.152955,1517,0
Recursive DFS,adjlist,486->9558,1518,2713,0.152977,1517,0
Dijkstra,adjlist,486->9558,122,8248,1.2126,121,35.103
A* (A star),adjlist,486->9558,120,120,0.00454288,119,53.033
Iterative BFS,adjmatrix,486->9558,120,8105,1.91866,119,0
Recursive BFS,adjmatrix,486->9558,120,8105,1.90415,119,0
Iterative DFS,adjmatrix,486->9558,1090,1090,0.190728,1089,0
Recursive DFS,adjmatrix,486->9558,1090,1090,0.185368,1089,0
Dijkstra,adjmatrix,486->9558,122,8248,2.29248,121,35.103
A* (A star),adjmatrix,486->9558,120,120,0.0186486,119,53.033
Iterative BFS,adjlist,3784->3204,86,7451,0.429344,85,0
Recursive BFS,adjlist,3784->3204,86,7451,0.450149,85,0
Iterative DFS,adjlist,3784->3204,4114,5476,0.974782,4113,0
Recursive DFS,adjlist,3784->3204,4114,5476,0.963529,4113,0
Dijkstra,adjlist,3784->3204,108,8793,0.9878,107,30.404
A* (A star),adjlist,3784->3204,86,86,0.00389031,85,48.08
Iterative BFS,adjmatrix,3784->3204,86,7476,1.85896,85,0
Recursive BFS,adjmatrix,3784->3204,86,7476,1.81883,85,0
Iterative DFS,adjmatrix,3784->3204,3376,6707,2.96963,3375,0
Recursive DFS,adjmatrix,3784->3204,3376,6707,2.91691,3375,0
Dijkstra,adjmatrix,3784->3204,108,8793,2.4983,107,30.404
A* (A star),adjmatrix,3784->3204,86,86,0.0141508,85,48.08
Iterative BFS,adjlist,2037->6258,64,5487,0.414565,63,0
Recursive BFS,adjlist,2037->6258,64,5487,0.429567,63,0
Iterative DFS,adjlist,2037->6258,970,5294,0.90373,969,0
Recursive DFS,adjlist,2037->6258,970,5294,0.919678,969,0
Dijkstra,adjlist,2037->6258,64,4903,0.372556,63,18.167
A* (A star),adjlist,2037->6258,64,64,0.00281439,63,27.14
Iterative BFS,adjmatrix,2037->6258,64,5487,1.21485,63,0
Recursive BFS,adjmatrix,2037->6258,64,5487,1.2579,63,0
Iterative DFS,adjmatrix,2037->6258,1236,8723,3.39321,1235,0
Recursive DFS,adjmatrix,2037->6258,1236,8723,3.42873,1235,0
Dijkstra,adjmatrix,2037->6258,64,4903,1.07583,63,18.167
A* (A star),adjmatrix,2037->6258,64,64,0.0103485,63,27.14
Iterative BFS,adjlist,1136->1580,49,3116,0.104206,48,0
Recursive BFS,adjlist,1136->1580,49,3116,0.109357,48,0
Iterative DFS,adjlist,1136->1580,2219,2219,0.226211,2218,0
Recursive DFS,adjlist,1136->1580,2219,2219,0.233049,2218,0
Dijkstra,adjlist,1136->1580,57,4373,0.282682,56,18.819
A* (A star),adjlist,1136->1580,49,49,0.00243948,48,27.132
Iterative BFS,adjmatrix,1136->1580,49,3124,0.52446,48,0
Recursive BFS,adjmatrix,1136->1580,49,3124,0.536987,48,0
Iterative DFS,adjmatrix,1136->1580,2821,2821,0.759809,2820,0
Recursive DFS,adjmatrix,1136->1580,2821,2821,0.717142,2820,0
Dijkstra,adjmatrix,1136->1580,57,4373,0.865881,56,18.819
A* (A star),adjmatrix,1136->1580,49,49,0.0083072,48,27.132
Iterative BFS,adjlist,7975->7144,40,2489,0.0565454,39,0
Recursive BFS,adjlist,7975->7144,40,2489,0.058205,39,0
Iterative DFS,adjlist,7975->7144,1628,8290,1.41061,1627,0
Recursive DFS,adjlist,7975->7144,1628,8290,1.45084,1627,0
Dijkstra,adjlist,7975->7144,40,2637,0.108439,39,12.822
A* (A star),adjlist,7975->7144,40,40,0.00197925,39,19.1
Iterative BFS,adjmatrix,7975->7144,40,2529,0.452519,39,0
Recursive BFS,adjmatrix,7975->7144,40,2529,0.371581,39,0
Iterative DFS,adjmatrix,7975->7144,1508,1509,0.294137,1507,0
Recursive DFS,adjmatrix,7975->7144,1508,1509,0.275566,1507,0
Dijkstra,adjmatrix,7975->7144,40,2637,0.417793,39,12.822
A* (A star),adjmatrix,7975->7144,40,40,0.0064805,39,19.1
Iterative BFS,adjlist,2745->4530,34,2124,0.0440441,33,0
Recursive BFS,adjlist,2745->4530,34,2124,0.0442564,33,0
Iterative DFS,adjlist,2745->4530,794,9056,1.13873,793,0
Recursive DFS,adjlist,2745->4530,794,9056,1.15457,793,0
Dijkstra,adjlist,2745->4530,34,1897,0.0501397,33,9.637
A* (A star),adjlist,2745->4530,34,34,0.00173031,33,12.877
Iterative BFS,adjmatrix,2745->4530,34,2161,0.338346,33,0
Recursive BFS,adjmatrix,2745->4530,34,2161,0.327581,33,0
Iterative DFS,adjmatrix,2745->4530,3406,3407,0.954505,3405,0
Recursive DFS,adjmatrix,2745->4530,3406,3407,0.952439,3405,0
Dijkstra,adjmatrix,2745->4530,34,1897,0.289169,33,9.637
A* (A star),adjmatrix,2745->4530,34,34,0.00561911,33,12.877
Iterative BFS,adjlist,6222->513,67,5886,0.487857,66,0
Recursive BFS,adjlist,6222->513,67,5886,0.53387,66,0
Iterative DFS,adjlist,6222->513,477,9402,1.58721,476,0
Recursive DFS,adjlist,6222->513,477,9402,1.64623,476,0
Dijkstra,adjlist,6222->513,75,6267,0.680069,74,20.722
A* (A star),adjlist,6222->513,67,67,0.00320092,66,32.497
Iterative BFS,adjmatrix,6222->513,67,5884,1.19847,66,0
Recursive BFS,adjmatrix,6222->513,67,5884,1.18666,66,0
Iterative DFS,adjmatrix,6222->513,4723,5452,2.28798,4722,0
Recursive DFS,adjmatrix,6222->513,4723,5452,2.1818,4722,0
Dijkstra,adjmatrix,6222->513,75,6267,1.40405,74,20.722
A* (A star),adjmatrix,6222->513,67,67,0.0108113,66,32.497
Iterative BFS,adjlist,2261->9236,96,8837,1.01472,95,0
Recursive BFS,adjlist,2261->9236,96,8837,1.05713,95,0
Iterative DFS,adjlist,2261->9236,1332,8523,1.31331,1331,0
Recursive DFS,adjlist,2261->9236,1332,8523,1.29481,1331,0
Dijkstra,adjlist,2261->9236,96,8850,1.2178,95,29.601
A* (A star),adjlist,2261->9236,96,96,0.00419517,95,40.683
Iterative BFS,adjmatrix,2261->9236,96,8837,2.66827,95,0
Recursive BFS,adjmatrix,2261->9236,96,8837,2.6198,95,0
Iterative DFS,adjmatrix,2261->9236,1934,8078,3.40675,1933,0
Recursive DFS,adjmatrix,2261->9236,1934,8078,3.38919,1933,0
Dijkstra,adjmatrix,2261->9236,96,8850,2.76504,95,29.601
A* (A star),adjmatrix,2261->9236,96,96,0.015764,95,40.683
Iterative BFS,adjlist,5932->4467,51,4580,0.274301,50,0
Recursive BFS,adjlist,5932->4467,51,4580,0.296796,50,0
Iterative DFS,adjlist,5932->4467,1723,5133,1.00199,1722,0
Recursive DFS,adjlist,5932->4467,1723,5133,1.04565,1722,0
Dijkstra,adjlist,5932->4467,55,4650,0.35869,54,16.113
A* (A star),adjlist,5932->4467,51,51,0.00255759,50,23.26
Iterative BFS,adjmatrix,5932->4467,51,4563,0.872054,50,0
Recursive BFS,adjmatrix,5932->4467,51,4563,0.881786,50,0
Iterative DFS,adjmatrix,5932->4467,2743,7325,2.92296,2742,0
Recursive DFS,adjmatrix,5932->4467,2743,7325,2.99515,2742,0
Dijkstra,adjmatrix,5932->4467,55,4650,0.93571,54,16.113
A* (A star),adjmatrix,5932->4467,51,51,0.00839623,50,23.26
Iterative BFS,adjlist,7010->8335,39,2001,0.0404038,38,0
Recursive BFS,adjlist,7010->8335,39,2001,0.0405416,38,0
Iterative DFS,adjlist,7010->8335,1201,7867,1.94652,1200,0
Recursive DFS,adjlist,7010->8335,1201,7867,1.99578,1200,0
Dijkstra,adjlist,7010->8335,43,1877,0.0527203,42,12.002
A* (A star),adjlist,7010->8335,39,39,0.00170459,38,16.472
Iterative BFS,adjmatrix,7010->8335,39,2027,0.302262,38,0
Recursive BFS,adjmatrix,7010->8335,39,2027,0.285579,38,0
Iterative DFS,adjmatrix,7010->8335,775,775,0.159637,774,0
Recursive DFS,adjmatrix,7010->8335,775,775,0.113512,774,0
Dijkstra,adjmatrix,7010->8335,43,1877,0.272131,42,12.002
A* (A star),adjmatrix,7010->8335,39,39,0.005868,38,16.472
Iterative BFS,adjlist,8795->4546,92,5746,0.3184,91,0
Recursive BFS,adjlist,8795->4546,92,5746,0.34462,91,0
Iterative DFS,adjlist,8795->4546,2562,7382,1.97601,2561,0
Recursive DFS,adjlist,8795->4546,2562,7382,2.04555,2561,0
Dijkstra,adjlist,8795->4546,98,4449,0.240708,97,22.834
A* (A star),adjlist,8795->4546,92,92,0.00275837,91,41.554
Iterative BFS,adjmatrix,8795->4546,92,5739,1.11112,91,0
Recursive BFS,adjmatrix,8795->4546,92,5739,1.03344,91,0
Iterative DFS,adjmatrix,8795->4546,2822,2823,0.70106,2821,0
Recursive DFS,adjmatrix,8795->4546,2822,2823,0.686971,2821,0
Dijkstra,adjmatrix,8795->4546,98,4449,0.810798,97,22.834
A* (A star),adjmatrix,8795->4546,92,92,0.0132706,91,41.554
Iterative BFS,adjlist,6025->5068,54,4616,0.283568,53,0
Recursive BFS,adjlist,6025->5068,54,4616,0.304054,53,0
Iterative DFS,adjlist,6025->5068,2134,5432,1.16757,2133,0
Recursive DFS,adjlist,6025->5068,2134,5432,1.19444,2133,0
Dijkstra,adjlist,6025->5068,58,4893,0.360691,57,16.834
A* (A star),adjlist,6025->5068,54,54,0.00253129,53,23.67
Iterative BFS,adjmatrix,6025->5068,54,4628,0.840517,53,0
Recursive BFS,adjmatrix,6025->5068,54,4628,0.840823,53,0
Iterative DFS,adjmatrix,6025->5068,2476,7583,3.00201,2475,0
Recursive DFS,adjmatrix,6025->5068,2476,7583,3.0024,2475,0
Dijkstra,adjmatrix,6025->5068,58,4893,0.944606,57,16.834
A* (A star),adjmatrix,6025->5068,54,54,0.00848247,53,23.67
Iterative BFS,adjlist,1706->4959,86,5491,0.301789,85,0
Recursive BFS,adjlist,1706->4959,86,5491,0.327772,85,0
Iterative DFS,adjlist,1706->4959,2596,6794,1.97526,2595,0
Recursive DFS,adjlist,1706->4959,2596,6794,1.91146,2595,0
Dijkstra,adjlist,1706->4959,96,4883,0.390114,95,24.281
A* (A star),adjlist,1706->4959,86,86,0.00272567,85,39.58
Iterative BFS,adjmatrix,1706->4959,86,5491,1.1628,85,0
Recursive BFS,adjmatrix,1706->4959,86,5491,1.16122,85,0
Iterative DFS,adjmatrix,1706->4959,2476,2476,0.604248,2475,0
Recursive DFS,adjmatrix,1706->4959,2476,2476,0.577736,2475,0
Dijkstra,adjmatrix,1706->4959,96,4883,0.998752,95,24.281
A* (A star),adjmatrix,1706->4959,86,86,0.0129624,85,39.58
Iterative BFS,adjlist,4227->9095,117,9886,1.35328,116,0
Recursive BFS,adjlist,4227->9095,117,9886,1.46042,116,0
Iterative DFS,adjlist,4227->9095,3387,3387,0.611232,3386,0
Recursive DFS,adjlist,4227->9095,3387,3387,0.589911,3386,0
Dijkstra,adjlist,4227->9095,121,9910,1.77957,120,33.554
A* (A star),adjlist,4227->9095,117,117,0.00420487,116,52.222
Iterative BFS,adjmatrix,4227->9095,117,9886,2.79885,116,0
Recursive BFS,adjmatrix,4227->9095,117,9886,2.81834,116,0
Iterative DFS,adjmatrix,4227->9095,419,9534,3.73657,418,0
Recursive DFS,adjmatrix,4227->9095,419,9534,3.67017,418,0
Dijkstra,adjmatrix,4227->9095,121,9910,3.12027,120,33.554
A* (A star),adjmatrix,4227->9095,117,117,0.017679,116,52.222
Iterative BFS,adjlist,3977->8855,72,6788,0.451505,71,0
Recursive BFS,adjlist,3977->8855,72,6788,0.479892,71,0
Iterative DFS,adjlist,3977->8855,1166,3226,0.160667,1165,0
Recursive DFS,adjlist,3977->8855,1166,3226,0.161325,1165,0
Dijkstra,adjlist,3977->8855,72,6193,0.466058,71,21.301
A* (A star),adjlist,3977->8855,72,72,0.00360564,71,33.693
Iterative BFS,adjmatrix,3977->8855,72,6788,1.57886,71,0
Recursive BFS,adjmatrix,3977->8855,72,6788,1.6183,71,0
Iterative DFS,adjmatrix,3977->8855,1290,8726,3.45647,1289,0
Recursive DFS,adjmatrix,3977->8855,1290,8726,3.50038,1289,0
Dijkstra,adjmatrix,3977->8855,72,6193,1.31659,71,21.301
A* (A star),adjmatrix,3977->8855,72,72,0.0119372,71,33.693
Iterative BFS,adjlist,7372->5433,59,4853,0.247028,58,0
Recursive BFS,adjlist,7372->5433,59,4853,0.259127,58,0
Iterative DFS,adjlist,7372->5433,2043,7877,1.28921,2042,0
Recursive DFS,adjlist,7372->5433,2043,7877,1.32031,2042,0
Dijkstra,adjlist,7372->5433,61,4746,0.34816,60,17.397
A* (A star),adjlist,7372->5433,59,59,0.0029112,58,24.272
Iterative BFS,adjmatrix,7372->5433,59,4882,0.92553,58,0
Recursive BFS,adjmatrix,7372->5433,59,4882,0.883879,58,0
Iterative DFS,adjmatrix,7372->5433,2389,7720,3.16369,2388,0
Recursive DFS,adjmatrix,7372->5433,2389,7720,3.2152,2388,0
Dijkstra,adjmatrix,7372->5433,61,4746,0.898923,60,17.397
A* (A star),adjmatrix,7372->5433,59,59,0.00959957,58,24.272
Iterative BFS,adjlist,9520->5461,83,5226,0.361752,82,0
Recursive BFS,adjlist,9520->5461,83,5226,0.401324,82,0
Iterative DFS,adjlist,9520->5461,2063,6071,1.43027,2062,0
Recursive DFS,adjlist,9520->5461,2063,6071,1.48131,2062,0
Dijkstra,adjlist,9520->5461,83,4243,0.29668,82,22.714
A* (A star),adjlist,9520->5461,83,83,0.00271148,82,37.278
Iterative BFS,adjmatrix,9520->5461,83,5225,0.924966,82,0
Recursive BFS,adjmatrix,9520->5461,83,5225,0.92538,82,0
Iterative DFS,adjmatrix,9520->5461,2299,7781,3.46891,2298,0
Recursive DFS,adjmatrix,9520->5461,2299,7781,3.334,2298,0
Dijkstra,adjmatrix,9520->5461,83,4243,0.830059,82,22.714
A* (A star),adjmatrix,9520->5461,83,83,0.0129794,82,37.278
Iterative BFS,adjlist,9805->5527,66,2512,0.0608565,65,0
Recursive BFS,adjlist,9805->5527,66,2512,0.0627577,65,0
Iterative DFS,adjlist,9805->5527,1166,1166,0.0572045,1165,0
Recursive DFS,adjlist,9805->5527,1166,1166,0.0582103,1165,0
Dijkstra,adjlist,9805->5527,72,1911,0.0521028,71,17.648
A* (A star),adjlist,9805->5527,66,66,0.00202437,65,21.518
Iterative BFS,adjmatrix,9805->5527,66,2490,0.365816,65,0
