0,2336.59
100,2336.59
200,2296.54
300,2263.78
400,2256.01
500,2148.2
600,2148.2
700,2148.2
800,2148.2
900,2148.2
1000,2109.89
1100,2080.45
1200,2080.45
1300,2080.45
1400,2080.45
1500,2080.45
1600,2080.45
1700,2080.45
1800,2080.45
1900,2080.45
2000,2053.4
2100,2053.4
2200,2053.4
2300,2053.4
2400,2053.4
2500,2053.4
2600,2053.4
2700,2053.4
2800,2053.4
2900,2053.4
3000,2052.68
3100,2052.68
3200,2052.68
3300,2052.68
3400,2052.68
3500,2052.68
3600,2052.68
3700,2052.68
3800,2052.68
3900,2038.1
4000,2017.64
4100,2017.64
4200,2017.64
4300,2017.64
4400,2017.64
4500,2017.64
4600,2017.64
4700,2017.64
4800,2017.64
4900,2017.64
5000,2017.64
5100,2017.64
5200,2017.64
5300,2017.64
5400,2017.64
5500,2017.64
5600,2017.64
5700,2017.64
5800,2017.64
5900,2017.64
6000,2017.64
6100,1996.5
6200,1996.5
6300,1996.5
6400,1996.5
6500,1996.5
6600,1996.5
6700,1996.5
6800,1996.5
6900,1996.5
7000,1996.5
7100,1996.5
7200,1996.5
7300,1996.5
7400,1996.5
7500,1996.5
7600,1981.29
7700,1942.23
7800,1942.23
7900,1921.09
8000,1921.09
8100,1921.09
8200,1921.09
8300,1921.09
8400,1921.09
8500,1921.09
8600,1921.09
8700,1921.09
8800,1881.46
8900,1881.46
9000,1881.46
9100,1881.46
9200,1881.46
9300,1881.46
9400,1881.46
9500,1881.46
9600,1881.46
9700,1881.46
9800,1881.46
9900,1881.46
10000,1881.46
10100,1881.46
10200,1881.46
10300,1876.82
10400,1876.82
10500,1876.82
10600,1876.82
10700,1876.82
10800,1876.82
10900,1842.74
11000,1842.74
11100,1816.1
11200,1816.1
11300,1816.1
11400,1816.1
11500,1816.1
11600,1816.1
11700,1816.1
11800,1804.7
11900,1804.7
12000,1804.7
12100,1804.7
12200,1804.7
12300,1804.7
12400,1786.63
12500,1723.07
12600,1723.07
12700,1723.07
12800,1723.07
12900,1723.07
13000,1723.07
13100,1723.07
13200,1723.07
13300,1723.07
13400,1723.07
13500,1723.07
13600,1723.07
13700,1723.07
13800,1723.07
13900,1723.07
14000,1723.07
14100,1715.96
14200,1715.96
14300,1715.96
14400,1715.96
14500,1715.96
14600,1715.96
14700,1715.96
14800,1715.96
14900,1715.96
15000,1715.96
15100,1715.96
15200,1715.96
15300,1715.96
15400,1715.96
15500,1715.96
15600,1715.96
15700,1715.96
15800,1715.96
15900,1703.33
16000,1703.33
16100,1703.33
16200,1703.33
16300,1693.62
16400,1693.62
16500,1693.62
16600,1693.62
16700,1693.62
16800,1693.62
16900,1693.62
17000,1693.62
17100,1693.62
17200,1693.62
17300,1693.62
17400,1693.62
17500,1693.62
17600,1693.62
17700,1693.62
17800,1693.62
17900,1680.5
18000,1680.5
18100,1680.5
18200,1680.5
18300,1680.5
18400,1680.5
18500,1680.5
18600,1680.5
18700,1680.5
18800,1673.03
18900,1673.03
19000,1673.03
19100,1673.03
19200,1660.63
19300,1660.63
19400,1629.47
19500,1629.47
19600,1629.47
19700,1629.47
19800,1629.47
19900,1629.47
20000,1629.47
20100,1629.47
20200,1629.47
20300,1607.33
20400,1607.33
20500,1607.33
20600,1607.33
20700,1597.68
20800,1597.68
20900,1597.68
21000,1597.68
21100,1597.68
21200,1584.2
21300,1550.59
21400,1550.59
21500,1550.59
21600,1550.59
21700,1550.59
21800,1550.59
21900,1550.59
22000,1550.59
22100,1550.59
22200,1550.59
22300,1550.59
22400,1550.59
22500,1550.59
22600,1550.59
22700,1550.59
22800,1550.59
22900,1550.59
23000,1550.59
23100,1550.59
23200,1550.59
23300,1550.59
23400,1550.59
23500,1550.59
23600,1550.59
23700,1550.59
23800,1550.59
23900,1550.59
24000,1550.59
24100,1550.59
24200,1550.59
24300,1550.59
24400,1537.58
24500,1537.58
24600,1537.58
24700,1537.58
24800,1537.58
24900,1537.58
25000,1537.58
25100,1537.58
25200,1537.58
25300,1537.58
25400,1537.58
25500,1537.58
25600,1537.58
